Subscription Type,Monthly Revenue,Join Date,Country,Age,Gender,Device
Premium,15,2022 Sep 22,Canada,46,Male,Smartphone
Basic,12,2022 Aug 31,United States,27,Female,Smartphone
Basic,15,2022 Aug 28,United States,48,Female,Smart TV
Basic,15,2022 Aug 27,Canada,49,Male,Laptop
Standard,12,2022 Aug 17,United Kingdom,43,Male,Smart TV
Premium,14,2022 Aug 09,Australia,38,Male,Laptop
Basic,13,2022 Jul 24,Germany,37,Male,Smartphone
Basic,12,2022 Jul 16,France,39,Female,Smart TV
Premium,10,2022 Jul 15,Brazil,40,Male,Tablet
Standard,12,2022 Jul 12,Mexico,40,Male,Smart TV
Standard,12,2022 Jul 12,Spain,48,Male,Laptop
Basic,13,2022 Jul 09,Italy,43,Female,Smart TV
Premium,10,2022 Jul 05,Spain,46,Male,Laptop
Standard,11,2022 Jul 05,Spain,43,Male,Smartphone
Basic,10,2022 Jul 03,United States,30,Female,Tablet
Standard,13,2022 Jul 01,Canada,51,Female,Laptop
Premium,12,2022 Jun 30,United States,30,Male,Smartphone
Basic,14,2022 Jun 27,United States,47,Female,Smart TV
Premium,13,2022 Jun 28,Canada,41,Male,Laptop
Standard,10,2022 Jun 28,United Kingdom,45,Female,Smartphone
Basic,14,2022 Jun 24,Australia,47,Female,Laptop
Standard,11,2022 Jun 24,Germany,48,Female,Smart TV
Premium,11,2022 Jun 25,France,51,Female,Tablet
Basic,10,2022 Jun 26,Brazil,29,Male,Smart TV
Standard,13,2022 Jun 27,Mexico,43,Female,Laptop
Premium,13,2022 Jun 29,Spain,49,Female,Tablet
Basic,11,2022 Jul 02,Italy,37,Male,Smartphone
Premium,13,2022 Jul 07,Spain,48,Male,Tablet
Basic,11,2022 Jul 13,Spain,36,Female,Tablet
Standard,14,2022 Jul 18,United States,33,Female,Laptop
Standard,14,2022 Jul 24,Canada,38,Female,Laptop
Basic,12,2022 Jul 31,United States,42,Female,Smartphone
Premium,15,2022 Aug 01,United States,30,Female,Tablet
Basic,10,2022 Aug 08,Canada,39,Male,Smart TV
Standard,14,2022 Aug 13,United Kingdom,36,Male,Smartphone
Premium,11,2022 Aug 14,Australia,27,Female,Smartphone
Basic,11,2022 Aug 23,Germany,49,Male,Smart TV
Premium,14,2022 Aug 27,France,31,Male,Laptop
Basic,10,2022 Aug 31,Brazil,36,Male,Laptop
Standard,14,2022 Sep 09,Mexico,41,Female,Tablet
Standard,10,2022 Sep 10,Spain,45,Female,Laptop
Basic,14,2022 Sep 12,Italy,45,Male,Smart TV
Premium,11,2022 Sep 17,Spain,32,Male,Smart TV
Basic,13,2022 Sep 21,Spain,41,Female,Smartphone
Standard,11,2022 Oct 02,United States,37,Male,Smart TV
Premium,10,2022 Oct 04,Canada,27,Male,Laptop
Basic,14,2022 Oct 06,United States,41,Male,Laptop
Premium,13,2022 Oct 07,United States,30,Female,Smart TV
Basic,12,2022 Oct 08,Canada,43,Male,Smartphone
Standard,12,2022 Oct 11,United Kingdom,51,Male,Laptop
Standard,12,2022 Oct 13,Australia,46,Female,Smart TV
Basic,10,2022 Oct 15,Germany,27,Female,Tablet
Premium,10,2022 Oct 19,France,51,Female,Smartphone
Basic,14,2022 Oct 21,Brazil,28,Female,Laptop
Standard,14,2022 Oct 23,Mexico,33,Male,Smartphone
Premium,12,2022 Oct 26,Spain,31,Female,Laptop
Basic,13,2022 Oct 27,Italy,47,Male,Laptop
Premium,10,2022 Oct 31,Spain,45,Female,Tablet
Basic,13,2022 Nov 03,Spain,42,Male,Smart TV
Standard,15,2022 Nov 05,United States,47,Female,Smart TV
Standard,12,2022 Nov 06,Canada,29,Female,Smart TV
Basic,13,2022 Nov 03,United States,49,Female,Laptop
Premium,14,2022 Nov 03,United States,41,Female,Laptop
Basic,13,2022 Nov 04,Canada,45,Male,Smartphone
Standard,14,2022 Nov 02,United Kingdom,49,Male,Smart TV
Premium,13,2022 Oct 27,Australia,41,Male,Smart TV
Basic,15,2022 Oct 27,Germany,37,Male,Laptop
Premium,14,2022 Oct 15,France,31,Male,Smartphone
Basic,13,2022 Oct 03,Brazil,29,Male,Smartphone
Standard,10,2022 Sep 25,Mexico,51,Female,Smart TV
Standard,12,2022 Sep 16,Spain,33,Male,Smart TV
Basic,12,2022 Sep 14,Italy,31,Male,Smartphone
Premium,11,2022 Sep 11,Spain,42,Female,Laptop
Basic,15,2022 Sep 09,Spain,48,Female,Laptop
Standard,13,2022 Aug 12,United States,37,Female,Laptop
Premium,13,2022 Aug 04,Canada,51,Female,Smartphone
Basic,12,2022 Aug 04,United States,29,Female,Tablet
Basic,13,2022 Jul 31,United States,46,Male,Tablet
Basic,15,2022 Jul 29,Canada,35,Male,Smart TV
Standard,15,2022 Jul 14,United Kingdom,44,Female,Smartphone
Premium,12,2022 Jul 13,Australia,36,Male,Smart TV
Basic,14,2022 Jul 11,Germany,38,Female,Tablet
Basic,12,2022 Jul 12,France,36,Male,Smart TV
Premium,14,2022 Jul 11,Brazil,40,Female,Laptop
Standard,10,2022 Jul 02,Mexico,29,Male,Laptop
Standard,11,2022 Jun 30,Spain,32,Male,Smart TV
Basic,12,2022 Jun 30,Italy,30,Male,Laptop
Premium,10,2022 Jun 29,Spain,47,Male,Smartphone
Standard,15,2022 Jun 30,Spain,28,Female,Tablet
Basic,11,2022 Jun 24,United States,49,Male,Laptop
Standard,12,2022 Jun 25,Canada,50,Male,Smartphone
Premium,11,2022 Jun 25,United States,33,Male,Smart TV
Basic,13,2022 Jun 26,United States,50,Male,Smart TV
Premium,10,2022 Jun 27,Canada,28,Female,Smart TV
Standard,12,2022 Jun 29,United Kingdom,41,Male,Smartphone
Basic,12,2022 Jul 01,Australia,30,Female,Smartphone
Standard,10,2022 Jul 03,Germany,32,Male,Smart TV
Premium,15,2022 Jul 12,France,50,Male,Laptop
Basic,11,2022 Jul 15,Brazil,28,Female,Smart TV
Standard,13,2022 Jul 19,Mexico,45,Male,Smart TV
Premium,14,2022 Jul 27,Spain,31,Male,Tablet
Basic,11,2022 Jul 29,Italy,27,Female,Smartphone
Premium,11,2022 Aug 06,Spain,49,Male,Tablet
Basic,10,2022 Aug 13,Spain,32,Female,Laptop
Standard,13,2022 Aug 14,United States,38,Male,Smart TV
Standard,11,2022 Aug 20,Canada,39,Male,Smartphone
Basic,14,2022 Aug 24,United States,50,Female,Tablet
Premium,10,2022 Aug 28,United States,51,Male,Tablet
Basic,15,2022 Sep 05,Canada,32,Female,Smart TV
Standard,12,2022 Sep 10,United Kingdom,45,Female,Smart TV
Premium,12,2022 Sep 11,Australia,31,Female,Laptop
Basic,12,2022 Sep 14,Germany,44,Male,Smartphone
Premium,12,2022 Sep 21,France,30,Female,Tablet
Basic,13,2022 Sep 26,Brazil,44,Female,Tablet
Standard,10,2022 Sep 30,Mexico,37,Male,Tablet
Standard,14,2022 Oct 02,Spain,30,Female,Tablet
Basic,12,2022 Oct 06,Italy,31,Female,Smart TV
Premium,15,2022 Oct 07,Spain,31,Female,Laptop
Basic,15,2022 Oct 09,Spain,44,Male,Tablet
Standard,10,2022 Oct 11,United States,44,Female,Smart TV
Premium,14,2022 Oct 12,Canada,34,Male,Laptop
Basic,12,2022 Oct 16,United States,42,Male,Laptop
Premium,15,2022 Oct 17,United States,33,Male,Smartphone
Basic,11,2022 Oct 21,Canada,35,Male,Smart TV
Standard,15,2022 Oct 23,United Kingdom,34,Female,Laptop
Standard,14,2022 Oct 25,Australia,47,Male,Tablet
Basic,13,2022 Oct 27,Germany,43,Female,Laptop
Premium,13,2022 Oct 29,France,43,Male,Smart TV
Basic,13,2022 Nov 01,Brazil,35,Female,Smartphone
Standard,13,2022 Nov 04,Mexico,39,Male,Tablet
Premium,10,2022 Nov 04,Spain,39,Male,Tablet
Basic,11,2022 Nov 04,Italy,49,Female,Smart TV
Premium,14,2022 Nov 05,Spain,30,Male,Tablet
Basic,12,2022 Nov 02,Spain,31,Female,Tablet
Standard,12,2022 Nov 03,United States,39,Male,Tablet
Standard,14,2022 Oct 30,Canada,30,Female,Laptop
Basic,13,2022 Oct 31,United States,43,Female,Smartphone
Premium,10,2022 Oct 14,United States,29,Female,Smartphone
Basic,14,2022 Sep 26,Canada,46,Male,Smart TV
Standard,15,2022 Sep 17,United Kingdom,35,Male,Smartphone
Premium,12,2022 Sep 16,Australia,30,Male,Tablet
Basic,12,2022 Sep 12,Germany,39,Female,Smart TV
Premium,14,2022 Sep 12,France,41,Male,Laptop
Basic,12,2022 Aug 29,Brazil,27,Male,Smartphone
Standard,15,2022 Aug 25,Mexico,42,Male,Laptop
Standard,11,2022 Aug 15,Spain,45,Female,Tablet
Basic,10,2022 Aug 11,Italy,36,Female,Smart TV
Premium,12,2022 Aug 10,Spain,35,Male,Laptop
Basic,13,2022 Jul 26,Spain,38,Male,Smartphone
Standard,14,2022 Jul 19,United States,41,Female,Smart TV
Premium,10,2022 Jul 17,Canada,43,Male,Tablet
Basic,13,2022 Jul 17,United States,44,Male,Tablet
Basic,10,2022 Jul 17,United States,35,Male,Tablet
Basic,13,2022 Jul 11,Canada,39,Male,Laptop
Standard,15,2022 Jul 07,United Kingdom,43,Male,Smart TV
Premium,10,2022 Jul 07,Australia,36,Male,Smart TV
Basic,11,2022 Jul 08,Germany,49,Female,Laptop
Basic,12,2022 Jul 06,France,29,Female,Smartphone
Premium,10,2022 Jul 03,Brazil,45,Male,Tablet
Standard,11,2022 Jun 30,Mexico,44,Female,Laptop
Standard,11,2022 Jun 27,Spain,40,Female,Smart TV
Basic,15,2022 Jun 26,Italy,51,Female,Smart TV
Premium,15,2022 Jun 27,Spain,30,Female,Smart TV
Standard,14,2022 Jun 28,Spain,50,Male,Smart TV
Basic,12,2022 Jun 30,United States,39,Male,Tablet
Standard,11,2022 Jul 02,Canada,51,Male,Tablet
Premium,10,2022 Jul 05,United States,42,Male,Laptop
Basic,12,2022 Jul 11,United States,34,Female,Tablet
Premium,12,2022 Jul 18,Canada,28,Male,Tablet
Standard,15,2022 Jul 25,United Kingdom,43,Male,Tablet
Basic,11,2022 Jul 28,Australia,27,Female,Tablet
Standard,13,2022 Aug 05,Germany,49,Female,Smart TV
Premium,14,2022 Aug 09,France,35,Female,Laptop
Basic,10,2022 Aug 14,Brazil,34,Male,Tablet
Standard,14,2022 Aug 15,Mexico,28,Male,Smartphone
Premium,15,2022 Aug 16,Spain,49,Female,Tablet
Basic,12,2022 Aug 25,Italy,51,Female,Tablet
Premium,13,2022 Aug 27,Spain,36,Male,Laptop
Basic,13,2022 Sep 06,Spain,37,Male,Smart TV
Standard,11,2022 Sep 08,United States,48,Male,Laptop
Standard,13,2022 Sep 13,Canada,45,Female,Smart TV
Basic,11,2022 Sep 15,United States,39,Male,Tablet
Premium,14,2022 Sep 19,United States,39,Male,Smartphone
Basic,15,2022 Sep 22,Canada,46,Female,Smart TV
Standard,13,2022 Sep 24,United Kingdom,30,Female,Smartphone
Premium,10,2022 Sep 30,Australia,32,Female,Smartphone
Basic,11,2022 Oct 03,Germany,39,Male,Laptop
Premium,15,2022 Oct 08,France,35,Female,Smartphone
Basic,15,2022 Oct 09,Brazil,41,Female,Smartphone
Standard,11,2022 Oct 12,Mexico,32,Female,Smart TV
Standard,14,2022 Oct 15,Spain,41,Female,Smart TV
Basic,14,2022 Oct 17,Italy,36,Female,Smart TV
Premium,15,2022 Oct 19,Spain,49,Male,Laptop
Basic,11,2022 Oct 22,Spain,30,Female,Smartphone
Standard,15,2022 Oct 23,United States,40,Female,Smartphone
Premium,13,2022 Oct 27,Canada,46,Female,Tablet
Basic,11,2022 Oct 28,United States,30,Female,Smart TV
Premium,10,2022 Nov 01,United States,48,Male,Laptop
Basic,11,2022 Nov 04,Canada,50,Male,Tablet
Standard,11,2022 Nov 05,United Kingdom,27,Male,Smart TV
Standard,14,2022 Nov 04,Australia,51,Female,Laptop
Basic,11,2022 Nov 05,Germany,38,Male,Smartphone
Premium,10,2022 Nov 04,France,39,Male,Laptop
Basic,12,2022 Nov 05,Brazil,45,Female,Smart TV
Standard,12,2022 Nov 03,Mexico,29,Male,Laptop
Premium,13,2022 Oct 31,Spain,35,Male,Smartphone
Basic,10,2022 Oct 26,Italy,51,Female,Smart TV
Premium,11,2022 Oct 16,Spain,51,Male,Smart TV
Basic,15,2022 Oct 16,Spain,42,Female,Smartphone
Standard,13,2022 Sep 17,United States,48,Female,Laptop
Standard,14,2022 Sep 12,Canada,40,Male,Smart TV
Basic,13,2022 Sep 13,United States,39,Male,Smart TV
Premium,14,2022 Sep 09,United States,44,Male,Laptop
Basic,14,2022 Sep 03,Canada,27,Female,Laptop
Standard,11,2022 Aug 31,United Kingdom,35,Male,Tablet
Premium,14,2022 Aug 25,Australia,45,Male,Smart TV
Basic,12,2022 Aug 15,Germany,33,Male,Tablet
Premium,10,2022 Aug 16,France,32,Female,Smart TV
Basic,11,2022 Jul 28,Brazil,51,Female,Laptop
Standard,10,2022 Jul 28,Mexico,40,Female,Tablet
Standard,15,2022 Jul 22,Spain,47,Male,Laptop
Basic,13,2022 Jul 19,Italy,42,Male,Smart TV
Premium,10,2022 Jul 16,Spain,41,Male,Tablet
Basic,12,2022 Jul 15,Spain,43,Male,Tablet
Standard,11,2022 Jul 16,United States,42,Female,Tablet
Premium,14,2022 Jul 09,Canada,28,Male,Smartphone
Basic,12,2022 Jul 07,United States,40,Female,Laptop
Basic,15,2022 Jul 07,United States,46,Female,Tablet
Basic,11,2022 Jul 06,Canada,39,Female,Laptop
Standard,15,2022 Jun 30,United Kingdom,41,Female,Smartphone
Premium,15,2022 Jun 27,Australia,30,Male,Tablet
Basic,14,2022 Jun 28,Germany,32,Male,Tablet
Basic,14,2022 Jun 28,France,38,Male,Smart TV
Premium,11,2022 Jun 29,Brazil,38,Male,Tablet
Standard,13,2022 Jul 01,Mexico,32,Male,Smartphone
Standard,14,2022 Jul 03,Spain,27,Male,Tablet
Basic,15,2022 Jul 04,Italy,50,Female,Tablet
Premium,10,2022 Jul 10,Spain,30,Male,Smartphone
Standard,11,2022 Jul 23,Spain,49,Male,Smartphone
Basic,11,2022 Jul 24,United States,32,Female,Laptop
Standard,14,2022 Jul 26,Canada,35,Male,Smartphone
Premium,12,2022 Aug 07,United States,44,Male,Tablet
Basic,13,2022 Aug 10,United States,49,Female,Laptop
Premium,13,2022 Aug 14,Canada,39,Male,Smartphone
Standard,12,2022 Aug 16,United Kingdom,38,Female,Smartphone
Basic,10,2022 Aug 20,Australia,38,Female,Laptop
Standard,11,2022 Aug 25,Germany,37,Male,Smartphone
Premium,11,2022 Aug 28,France,28,Male,Laptop
Basic,11,2022 Sep 05,Brazil,49,Male,Tablet
Standard,13,2022 Sep 08,Mexico,33,Female,Tablet
Premium,10,2022 Sep 14,Spain,48,Male,Tablet
Basic,13,2022 Sep 16,Italy,34,Male,Tablet
Premium,13,2022 Sep 19,Spain,39,Female,Smartphone
Basic,15,2022 Sep 23,Spain,30,Male,Tablet
Standard,10,2022 Sep 29,United States,37,Male,Tablet
Standard,10,2022 Oct 02,Canada,38,Male,Smart TV
Basic,12,2022 Oct 08,United States,42,Female,Laptop
Premium,15,2022 Oct 09,United States,35,Female,Laptop
Basic,14,2022 Oct 11,Canada,30,Male,Tablet
Standard,15,2022 Oct 14,United Kingdom,48,Female,Smart TV
Premium,14,2022 Oct 16,Australia,48,Male,Tablet
Basic,13,2022 Oct 18,Germany,32,Male,Laptop
Premium,15,2022 Oct 22,France,27,Male,Smart TV
Basic,10,2022 Oct 23,Brazil,48,Female,Laptop
Standard,12,2022 Oct 26,Mexico,33,Male,Laptop
Standard,13,2022 Oct 27,Spain,28,Male,Smartphone
Basic,15,2022 Oct 31,Italy,46,Male,Laptop
Premium,11,2022 Nov 01,Spain,40,Male,Laptop
Basic,13,2022 Nov 03,Spain,49,Male,Smartphone
Standard,14,2022 Nov 04,United States,41,Female,Tablet
Premium,13,2022 Nov 05,Canada,38,Male,Tablet
Basic,13,2022 Nov 05,United States,42,Female,Laptop
Premium,13,2022 Nov 05,United States,27,Female,Smart TV
Basic,12,2022 Nov 05,Canada,41,Female,Tablet
Standard,13,2022 Nov 03,United Kingdom,41,Female,Tablet
Standard,11,2022 Oct 27,Australia,49,Male,Laptop
Basic,14,2022 Oct 24,Germany,28,Female,Smartphone
Premium,13,2022 Oct 17,France,44,Male,Laptop
Basic,11,2022 Oct 06,Brazil,47,Female,Tablet
Standard,12,2022 Sep 18,Mexico,29,Male,Tablet
Premium,10,2022 Sep 17,Spain,31,Female,Laptop
Basic,12,2022 Sep 13,Italy,28,Female,Smart TV
Premium,15,2022 Sep 09,Spain,32,Male,Smart TV
Basic,12,2022 Sep 02,Spain,43,Male,Smartphone
Standard,13,2022 Sep 01,United States,48,Male,Smart TV
Standard,10,2022 Aug 16,Canada,28,Male,Laptop
Basic,14,2022 Aug 17,United States,31,Female,Tablet
Premium,15,2022 Jul 29,United States,47,Male,Laptop
Basic,13,2022 Jul 28,Canada,39,Female,Smartphone
Standard,13,2022 Jul 25,United Kingdom,35,Male,Smartphone
Premium,10,2022 Jul 26,Australia,42,Female,Smartphone
Basic,11,2022 Jul 17,Germany,30,Male,Smart TV
Premium,14,2022 Jul 16,France,34,Male,Smartphone
Basic,11,2022 Jul 17,Brazil,35,Male,Smartphone
Standard,12,2022 Jul 16,Mexico,31,Female,Tablet
Standard,14,2022 Jul 16,Spain,36,Female,Tablet
Basic,14,2022 Jul 12,Italy,31,Female,Laptop
Premium,11,2022 Jul 10,Spain,32,Male,Smart TV
Basic,10,2022 Jul 08,Spain,46,Female,Smartphone
Standard,15,2022 Jun 29,United States,30,Male,Tablet
Premium,12,2022 Jun 29,Canada,46,Male,Laptop
Basic,12,2022 Jun 28,United States,44,Female,Tablet
Basic,12,2022 Jun 29,United States,34,Male,Tablet
Basic,13,2022 Jul 01,Canada,31,Male,Tablet
Standard,13,2022 Jul 02,United Kingdom,34,Male,Smart TV
Premium,12,2022 Jul 04,Australia,28,Male,Laptop
Basic,10,2022 Jul 08,Germany,36,Female,Smartphone
Basic,14,2022 Jul 20,France,48,Female,Laptop
Premium,13,2022 Jul 23,Brazil,40,Male,Smartphone
Standard,15,2022 Jul 26,Mexico,35,Male,Smartphone
Standard,11,2022 Jul 30,Spain,41,Male,Laptop
Basic,10,2022 Aug 08,Italy,28,Female,Smartphone
Premium,12,2022 Aug 13,Spain,37,Male,Tablet
Standard,12,2022 Aug 14,Spain,33,Male,Smartphone
Basic,15,2022 Aug 16,United States,27,Female,Tablet
Standard,14,2022 Aug 19,Canada,35,Male,Tablet
Premium,10,2022 Aug 27,United States,27,Male,Smartphone
Basic,15,2022 Sep 04,United States,29,Female,Smartphone
Premium,12,2022 Sep 05,Canada,28,Female,Laptop
Standard,12,2022 Sep 13,United Kingdom,33,Female,Smartphone
Basic,10,2022 Sep 16,Australia,35,Female,Smartphone
Standard,15,2022 Sep 18,Germany,37,Female,Laptop
Premium,12,2022 Sep 20,France,31,Male,Smartphone
Basic,13,2022 Sep 29,Brazil,27,Male,Laptop
Standard,11,2022 Sep 30,Mexico,48,Male,Tablet
Premium,15,2022 Oct 04,Spain,30,Female,Smart TV
Basic,14,2022 Oct 08,Italy,45,Male,Tablet
Premium,14,2022 Oct 10,Spain,28,Male,Smart TV
Basic,12,2022 Oct 12,Spain,30,Female,Laptop
Standard,15,2022 Oct 14,United States,48,Male,Smartphone
Standard,10,2022 Oct 16,Canada,37,Female,Laptop
Basic,15,2022 Oct 21,United States,28,Female,Smartphone
Premium,14,2022 Oct 23,United States,43,Female,Tablet
Basic,10,2022 Oct 25,Canada,36,Male,Laptop
Standard,15,2022 Oct 26,United Kingdom,47,Male,Laptop
Premium,10,2022 Oct 29,Australia,42,Male,Smart TV
Basic,15,2022 Oct 31,Germany,50,Male,Laptop
Premium,13,2022 Nov 02,France,41,Male,Tablet
Basic,13,2022 Nov 03,Brazil,43,Male,Laptop
Standard,13,2022 Nov 05,Mexico,35,Male,Laptop
Standard,10,2022 Nov 06,Spain,51,Male,Smart TV
Basic,15,2022 Nov 06,Italy,35,Male,Tablet
Premium,10,2022 Nov 07,Spain,37,Male,Smart TV
Basic,10,2022 Nov 04,Spain,28,Female,Smartphone
Standard,14,2022 Nov 02,United States,32,Female,Smartphone
Premium,13,2022 Oct 27,Canada,37,Female,Tablet
Basic,11,2022 Oct 18,United States,37,Female,Tablet
Premium,12,2022 Oct 07,United States,34,Female,Smart TV
Basic,15,2022 Oct 04,Canada,30,Female,Tablet
Standard,14,2022 Sep 17,United Kingdom,35,Male,Tablet
Standard,14,2022 Sep 15,Australia,41,Female,Laptop
Basic,13,2022 Sep 10,Germany,50,Female,Tablet
Premium,11,2022 Sep 09,France,48,Female,Laptop
Basic,12,2022 Sep 09,Brazil,29,Male,Smart TV
Standard,12,2022 Sep 07,Mexico,37,Male,Tablet
Premium,15,2022 Sep 08,Spain,36,Female,Tablet
Basic,15,2022 Aug 14,Italy,45,Male,Tablet
Premium,15,2022 Aug 06,Spain,27,Female,Smart TV
Basic,12,2022 Aug 06,Spain,31,Female,Tablet
Standard,11,2022 Jul 29,United States,42,Female,Tablet
Standard,15,2022 Jul 28,Canada,43,Female,Smartphone
Basic,13,2022 Jul 24,United States,43,Male,Smart TV
Premium,15,2022 Jul 22,United States,35,Female,Laptop
Basic,13,2022 Jul 19,Canada,51,Male,Laptop
Standard,13,2022 Jul 17,United Kingdom,42,Female,Smartphone
Premium,13,2022 Jul 16,Australia,36,Male,Tablet
Basic,13,2022 Jul 13,Germany,50,Female,Tablet
Premium,15,2022 Jul 14,France,43,Female,Laptop
Basic,11,2022 Jul 07,Brazil,28,Male,Laptop
Standard,10,2022 Jul 06,Mexico,48,Female,Smart TV
Standard,14,2022 Jun 30,Spain,47,Female,Tablet
Basic,12,2022 Jun 30,Italy,31,Male,Smart TV
Premium,14,2022 Jul 01,Spain,45,Male,Laptop
Basic,15,2022 Jul 02,Spain,45,Female,Tablet
Standard,14,2022 Jul 03,United States,42,Female,Smart TV
Premium,12,2022 Jul 06,Canada,36,Female,Tablet
Basic,14,2022 Jul 07,United States,32,Male,Smart TV
Basic,10,2022 Jul 15,United States,50,Male,Tablet
Basic,14,2022 Jul 17,Canada,39,Male,Smart TV
Standard,10,2022 Jul 26,United Kingdom,51,Male,Smartphone
Premium,14,2022 Aug 05,Australia,49,Female,Tablet
Basic,14,2022 Aug 12,Germany,42,Male,Tablet
Basic,12,2022 Aug 14,France,46,Male,Tablet
Premium,12,2022 Aug 15,Brazil,30,Male,Smartphone
Standard,10,2022 Aug 18,Mexico,48,Male,Smart TV
Standard,12,2022 Aug 21,Spain,40,Female,Laptop
Basic,10,2022 Sep 04,Italy,50,Female,Smart TV
Premium,15,2022 Sep 05,Spain,49,Female,Laptop
Standard,11,2022 Sep 08,Spain,37,Male,Smartphone
Basic,12,2022 Sep 15,United States,43,Male,Laptop
Standard,15,2022 Sep 17,Canada,40,Female,Tablet
Premium,14,2022 Sep 19,United States,27,Male,Laptop
Basic,10,2022 Sep 23,United States,47,Male,Smart TV
Premium,11,2022 Sep 26,Canada,50,Male,Smartphone
Standard,12,2022 Sep 30,United Kingdom,31,Female,Smartphone
Basic,10,2022 Oct 07,Australia,33,Male,Smartphone
Standard,13,2022 Oct 09,Germany,42,Female,Tablet
Premium,14,2022 Oct 12,France,51,Female,Laptop
Basic,12,2022 Oct 13,Brazil,43,Female,Smartphone
Standard,15,2022 Oct 14,Mexico,45,Female,Smart TV
Premium,13,2022 Oct 19,Spain,48,Female,Tablet
Basic,14,2022 Oct 20,Italy,48,Female,Smart TV
Premium,12,2022 Oct 22,Spain,30,Male,Smartphone
Basic,15,2022 Oct 24,Spain,29,Female,Tablet
Standard,10,2022 Oct 28,United States,28,Male,Tablet
Standard,12,2022 Oct 30,Canada,46,Female,Laptop
Basic,13,2022 Nov 01,United States,45,Male,Smart TV
Premium,12,2022 Nov 03,United States,30,Male,Tablet
Basic,13,2022 Nov 04,Canada,44,Female,Laptop
Standard,14,2022 Nov 05,United Kingdom,46,Male,Laptop
Premium,13,2022 Nov 06,Australia,36,Female,Tablet
Basic,12,2022 Nov 07,Germany,27,Female,Smartphone
Premium,14,2022 Nov 05,France,43,Male,Laptop
Basic,11,2022 Nov 05,Brazil,48,Female,Smartphone
Standard,12,2022 Nov 06,Mexico,36,Female,Smartphone
Standard,10,2022 Nov 03,Spain,44,Male,Smart TV
Basic,11,2022 Oct 22,Italy,41,Female,Tablet
Premium,12,2022 Oct 22,Spain,29,Female,Smart TV
Basic,13,2022 Oct 15,Spain,28,Female,Smartphone
Standard,11,2022 Sep 24,United States,36,Female,Smartphone
Premium,15,2022 Sep 15,Canada,36,Female,Smart TV
Basic,14,2022 Sep 15,United States,40,Male,Laptop
Premium,11,2022 Sep 12,United States,35,Female,Tablet
Basic,14,2022 Sep 12,Canada,34,Female,Smartphone
Standard,10,2022 Sep 11,United Kingdom,46,Male,Laptop
Standard,14,2022 Sep 11,Australia,47,Female,Smart TV
Basic,12,2022 Aug 16,Germany,32,Female,Smartphone
Premium,13,2022 Aug 12,France,45,Male,Smartphone
Basic,10,2022 Aug 02,Brazil,31,Female,Smartphone
Standard,11,2022 Aug 01,Mexico,49,Male,Laptop
Premium,11,2022 Jul 29,Spain,33,Female,Smartphone
Basic,12,2022 Jul 28,Italy,30,Male,Smartphone
Premium,11,2022 Jul 25,Spain,48,Female,Laptop
Basic,14,2022 Jul 20,Spain,49,Female,Tablet
Standard,13,2022 Jul 16,United States,43,Male,Laptop
Standard,14,2022 Jul 16,Canada,46,Female,Laptop
Basic,12,2022 Jul 15,United States,33,Male,Smartphone
Premium,15,2022 Jul 13,United States,31,Female,Smartphone
Basic,13,2022 Jul 06,Canada,44,Female,Smart TV
Standard,10,2022 Jul 03,United Kingdom,34,Male,Smart TV
Premium,15,2022 Jul 04,Australia,41,Male,Laptop
Basic,10,2022 Jul 03,Germany,42,Male,Laptop
Premium,15,2022 Jul 03,France,38,Female,Laptop
Basic,13,2022 Jul 04,Brazil,31,Female,Tablet
Standard,11,2022 Jul 05,Mexico,35,Female,Smartphone
Standard,15,2022 Jul 07,Spain,32,Male,Smartphone
Basic,15,2022 Jul 08,Italy,39,Male,Smartphone
Premium,12,2022 Jul 13,Spain,42,Male,Laptop
Basic,11,2022 Jul 15,Spain,31,Male,Tablet
Standard,14,2022 Aug 01,United States,38,Male,Tablet
Premium,13,2022 Aug 11,Canada,48,Male,Smart TV
Basic,14,2022 Aug 13,United States,29,Male,Tablet
Basic,10,2022 Aug 15,United States,43,Female,Smart TV
Basic,13,2022 Aug 16,Canada,49,Female,Smartphone
Standard,14,2022 Aug 18,United Kingdom,50,Male,Smartphone
Premium,14,2022 Aug 25,Australia,50,Male,Smartphone
Basic,14,2022 Aug 29,Germany,51,Male,Smart TV
Basic,11,2022 Sep 04,France,29,Male,Tablet
Premium,11,2022 Sep 13,Brazil,50,Female,Smartphone
Standard,12,2022 Sep 14,Mexico,39,Female,Tablet
Standard,10,2022 Sep 17,Spain,27,Female,Smart TV
Basic,15,2022 Sep 18,Italy,29,Male,Smart TV
Premium,15,2022 Sep 23,Spain,28,Male,Tablet
Standard,11,2022 Sep 27,Spain,46,Male,Smartphone
Basic,14,2022 Oct 04,United States,50,Female,Tablet
Standard,12,2022 Oct 09,Canada,33,Female,Tablet
Premium,14,2022 Oct 10,United States,32,Female,Tablet
Basic,12,2022 Oct 11,United States,38,Male,Smart TV
Premium,13,2022 Oct 13,Canada,49,Male,Smart TV
Standard,12,2022 Oct 15,United Kingdom,50,Male,Laptop
Basic,13,2022 Oct 20,Australia,37,Female,Laptop
Standard,15,2022 Oct 21,Germany,33,Female,Laptop
Premium,11,2022 Oct 23,France,33,Female,Tablet
